rooms,area,price,price_per_meter,check_in,complex,metro,adress,building,floor,metro_public_transport_time,district,district_population,district_avg_salary,description,developer
1.0,2.0,31080528.0,736506.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 4,15 из 19,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
2.0,6.0,44809785.0,600668.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",15 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,7.0,37096314.0,524701.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",6 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,9.0,37745353.0,449886.0,-20%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","1 очередь, корпус 13",20 из 27,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,1.0,76184438.0,792763.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 3,14 из 18,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
2.0,5.0,36435166.0,495717.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",8 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,4.0,34698617.0,574481.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 6 этап, корпус 2",12 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
,9.0,18841923.0,822792.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 1,5 из 25,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
3.0,5.0,54625884.0,438763.0,-15%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","1 очередь, корпус 13",12 из 25,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,8.0,41665380.0,535545.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 1 этап, корпус 1",6 из 12,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,8.0,38218796.0,445441.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 10",2 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,8.0,45968576.0,631437.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 4",19 из 27,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,1.0,58815541.0,506594.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 2 этап, корпус 3",11 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,6.0,29535381.0,572392.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 1 этап, корпус 1",8 из 12,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,5.0,43090143.0,578392.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 9",18 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,2.0,27534385.0,637371.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 9",11 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,4.0,38058324.0,581932.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",13 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,50.0,25624256.0,512486.0,-25%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","1 очередь, корпус 13",23 из 25,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
,8.0,18558264.0,748318.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 7",6 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,1.0,24241386.0,562446.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 1 этап, корпус 2",2 из 12,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,3.0,27226618.0,628791.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",11 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,2.0,45762107.0,563573.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 6",18 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,5.0,37375509.0,579466.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 5",7 из 7,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,9.0,30487846.0,442495.0,-25%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 4",14 из 27,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,8.0,37641352.0,563494.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 1 этап, корпус 2",12 из 12,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,9.0,37184736.0,443204.0,-25%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","1 очередь, корпус 13",24 из 27,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,7.0,30686140.0,514006.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 6",3 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,8.0,35611505.0,616117.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 7",18 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,9.0,46061248.0,562409.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, Корпус 2",21 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
2.0,8.0,31723756.0,548854.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",7 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
4.0,1.0,54829096.0,542326.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 8",16 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,1.0,39222578.0,575956.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, Корпус 2",29 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
2.0,7.0,42094393.0,705099.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 1,15 из 25,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
3.0,72.0,42170859.0,585707.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",16 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,5.0,33578538.0,754574.0,IV квартал 2027,Mariinn Park,Марьина Роща,"г. Москва, ул. Октябрьская 103",MariInn Park,17 из 17,,,,,"Камерный проект премиум-класса от Группы «Эталон» создан для тех, кто ценит свое время и комфорт, а его расположение станет дополнительным приятным преимуществом.
От бессонных транспортных артерий города он надежно защищен соседними кварталами, при этом имеет прямой выезд на ТТК и находится в 5 пеших минутах от станции метро «Марьина Роща». Здесь вы найдете долгожданное уединение и вместе с тем легко сможете войти в динамичный ритм городской жизни. Центр и все знаковые маршруты находятся рядом, а исторический район города предлагает богатую инфраструктуру.",etalon
1.0,4.0,27209710.0,500179.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 3",15 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
2.0,4.0,45993124.0,609989.0,III квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 4 этап, корпус 1",8 из 14,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,7.0,43946317.0,525046.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 4",10 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,6.0,57714166.0,541409.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",14 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,3.0,30828607.0,487024.0,II квартал 2028,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 2,8 из 22,,,,,"Sokolinn Park — это проект, где природа и комфорт идеально сочетаются. Он расположен в живописном Богородском районе на востоке Москвы, всего в 15 минутах от станции метро «Преображенская площадь». Близость национального парка «Лосиный остров» и знаменитого парка «Сокольники» делает Sokolinn Park привлекательным для тех, кто ценит естественную красоту окружающего мира и активный образ жизни.
Развитая инфраструктура в шаговой доступности обеспечивает удобство и комфорт для жителей комплекса.",etalon
1.0,6.0,30398634.0,556752.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 3",33 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
2.0,5.0,34900567.0,617710.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 6",18 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
4.0,2.0,51783258.0,430810.0,-18%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 6",9 из 9,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
4.0,1.0,65349476.0,553341.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 6 этап, корпус 2",16 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,9.0,47644571.0,619566.0,IV квартал 2027,Mariinn Park,Марьина Роща,"г. Москва, ул. Октябрьская 103",MariInn Park,12 из 17,,,,,"Камерный проект премиум-класса от Группы «Эталон» создан для тех, кто ценит свое время и комфорт, а его расположение станет дополнительным приятным преимуществом.
От бессонных транспортных артерий города он надежно защищен соседними кварталами, при этом имеет прямой выезд на ТТК и находится в 5 пеших минутах от станции метро «Марьина Роща». Здесь вы найдете долгожданное уединение и вместе с тем легко сможете войти в динамичный ритм городской жизни. Центр и все знаковые маршруты находятся рядом, а исторический район города предлагает богатую инфраструктуру.",etalon
2.0,3.0,36472787.0,567229.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",14 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,2.0,53248608.0,547826.0,Сдан,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","1 очередь, корпус 1",22 из 28,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,5.0,41962552.0,563256.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 9",14 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
4.0,116.0,53897437.0,464634.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 2 этап, корпус 1",2 из 9,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,8.0,48838654.0,670861.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 4",25 из 27,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,5.0,27624930.0,635056.0,IV квартал 2027,Mariinn Park,Марьина Роща,"г. Москва, ул. Октябрьская 103",MariInn Park,3 из 17,,,,,"Камерный проект премиум-класса от Группы «Эталон» создан для тех, кто ценит свое время и комфорт, а его расположение станет дополнительным приятным преимуществом.
От бессонных транспортных артерий города он надежно защищен соседними кварталами, при этом имеет прямой выезд на ТТК и находится в 5 пеших минутах от станции метро «Марьина Роща». Здесь вы найдете долгожданное уединение и вместе с тем легко сможете войти в динамичный ритм городской жизни. Центр и все знаковые маршруты находятся рядом, а исторический район города предлагает богатую инфраструктуру.",etalon
1.0,39.0,23690894.0,607459.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",12 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
